// de natuurlijke getallen die niet te delen zijn door 4 of 5
1	1
2	2
3	3
4	6
5	7
6	9
7	11
8	13
9	14
10	17
11	18
12	19
13	21
14	22
15	23
16	26
17	27
18	29
19	31
20	33
// 1, -2, 4, -8, 16, -32, ...
1	1
2	-2
3	4
4	-8
5	16
6	-32
7	64
8	-128
9	256
10	-512
11	1024
12	-2048
13	4096
14	-8192
15	16384
16	-32768
17	65536
18	-131072
19	262144
20	-524288
// sqrt(2n - 1)
1	1.0
2	1.7320508075688772
3	2.23606797749979
4	2.6457513110645907
5	3.0
6	3.3166247903554
7	3.605551275463989
8	3.872983346207417
9	4.123105625617661
10	4.358898943540674
11	4.58257569495584
12	4.795831523312719
13	5.0
14	5.196152422706632
15	5.385164807134504
16	5.5677643628300215
17	5.744562646538029
18	5.916079783099616
19	6.082762530298219
20	6.244997998398398
