0	1.0
1	1.0
2	2.0
3	6.0
4	24.0
5	120.0
6	720.0
7	5040.0
8	40320.0
9	362880.0
10	3628800.0
11	3.99168E7
12	4.790016E8
13	6.2270208E9
14	8.71782912E10
15	1.307674368E12
16	2.0922789888E13
17	3.55687428096E14
18	6.402373705728E15
19	1.21645100408832E17
20	2.43290200817664E18
21	5.109094217170944E19
22	1.1240007277776077E21
23	2.585201673888498E22
24	6.204484017332394E23
25	1.5511210043330986E25
26	4.0329146112660565E26
27	1.0888869450418352E28
28	3.0488834461171384E29
29	8.841761993739701E30
30	2.6525285981219103E32
31	8.222838654177922E33
32	2.631308369336935E35
33	8.683317618811886E36
34	2.9523279903960412E38
35	1.0333147966386144E40
36	3.719933267899012E41
37	1.3763753091226343E43
38	5.23022617466601E44
39	2.0397882081197442E46
40	8.159152832478977E47
41	3.3452526613163803E49
42	1.4050061177528798E51
43	6.041526306337383E52
44	2.6582715747884485E54
45	1.1962222086548019E56
46	5.5026221598120885E57
47	2.5862324151116818E59
48	1.2413915592536073E61
49	6.082818640342675E62
50	3.0414093201713376E64
51	1.5511187532873822E66
52	8.065817517094388E67
53	4.2748832840600255E69
54	2.308436973392414E71
55	1.2696403353658276E73
56	7.109985878048635E74
57	4.052691950487722E76
58	2.350561331282879E78
59	1.3868311854568986E80
60	8.320987112741392E81
61	5.075802138772248E83
62	3.146997326038794E85
63	1.98260831540444E87
64	1.2688693218588417E89
65	8.247650592082472E90
66	5.443449390774431E92
67	3.647111091818868E94
68	2.4800355424368305E96
69	1.711224524281413E98
70	1.197857166996989E100
71	8.504785885678622E101
72	6.123445837688608E103
73	4.4701154615126834E105
74	3.3078854415193856E107
75	2.480914081139539E109
76	1.8854947016660498E111
77	1.4518309202828584E113
78	1.1324281178206295E115
79	8.946182130782973E116
80	7.156945704626378E118
81	5.797126020747366E120
82	4.75364333701284E122
83	3.945523969720657E124
84	3.314240134565352E126
85	2.8171041143805494E128
86	2.4227095383672724E130
87	2.107757298379527E132
88	1.8548264225739836E134
89	1.6507955160908452E136
90	1.4857159644817607E138
91	1.3520015276784023E140
92	1.24384140546413E142
93	1.1567725070816409E144
94	1.0873661566567424E146
95	1.0329978488239052E148
96	9.916779348709491E149
97	9.619275968248206E151
98	9.426890448883242E153
99	9.33262154439441E155
100	9.33262154439441E157
101	9.425947759838354E159
102	9.614466715035121E161
103	9.902900716486175E163
104	1.0299016745145622E166
105	1.0813967582402903E168
106	1.1462805637347078E170
107	1.2265202031961373E172
108	1.3246418194518284E174
109	1.4438595832024928E176
110	1.5882455415227421E178
111	1.7629525510902437E180
112	1.9745068572210728E182
113	2.2311927486598123E184
114	2.543559733472186E186
115	2.925093693493014E188
116	3.3931086844518965E190
117	3.969937160808719E192
118	4.6845258497542883E194
119	5.574585761207603E196
120	6.689502913449124E198
121	8.09429852527344E200
122	9.875044200833598E202
123	1.2146304367025325E205
124	1.5061417415111404E207
125	1.8826771768889254E209
126	2.372173242880046E211
127	3.012660018457658E213
128	3.8562048236258025E215
129	4.9745042224772855E217
130	6.466855489220472E219
131	8.471580690878817E221
132	1.118248651196004E224
133	1.4872707060906852E226
134	1.992942746161518E228
135	2.6904727073180495E230
136	3.659042881952547E232
137	5.01288874827499E234
138	6.917786472619486E236
139	9.615723196941086E238
140	1.346201247571752E241
141	1.89814375907617E243
142	2.6953641378881614E245
143	3.8543707171800706E247
144	5.550293832739301E249
145	8.047926057471987E251
146	1.17499720439091E254
147	1.7272458904546376E256
148	2.5563239178728637E258
149	3.808922637630567E260
150	5.7133839564458505E262
151	8.627209774233235E264
152	1.3113358856834518E267
153	2.006343905095681E269
154	3.089769613847349E271
155	4.789142901463391E273
156	7.47106292628289E275
157	1.1729568794264138E278
158	1.8532718694937338E280
159	2.946702272495037E282
160	4.714723635992059E284
161	7.590705053947215E286
162	1.2296942187394488E289
163	2.0044015765453015E291
164	3.2872185855342945E293
165	5.423910666131586E295
166	9.003691705778433E297
167	1.5036165148649983E300
168	2.526075744973197E302
169	4.2690680090047027E304
170	7.257415615307994E306
171	Infinity
172	Infinity
173	Infinity
174	Infinity
175	Infinity
176	Infinity
177	Infinity
178	Infinity
179	Infinity
180	Infinity
181	Infinity
182	Infinity
183	Infinity
184	Infinity
185	Infinity
186	Infinity
187	Infinity
188	Infinity
189	Infinity
190	Infinity
191	Infinity
192	Infinity
193	Infinity
194	Infinity
195	Infinity
196	Infinity
197	Infinity
198	Infinity
199	Infinity
200	Infinity
