1	1
2	2
3	6
4	24
5	120
6	720
7	5040
8	40320
9	362880
10	3628800
11	39916800
12	479001600
13	6227020800
14	87178291200
15	1307674368000
16	20922789888000
17	3.55687428096e+014
18	6.402373705728e+015
19	1.2164510040883e+017
20	2.4329020081766e+018
21	5.1090942171709e+019
22	1.1240007277776e+021
23	2.5852016738885e+022
24	6.2044840173324e+023
25	1.5511210043331e+025
26	4.0329146112661e+026
27	1.0888869450418e+028
28	3.0488834461171e+029
29	8.8417619937397e+030
30	2.6525285981219e+032
31	8.2228386541779e+033
32	2.6313083693369e+035
33	8.6833176188119e+036
34	2.952327990396e+038
35	1.0333147966386e+040
36	3.719933267899e+041
37	1.3763753091226e+043
38	5.230226174666e+044
39	2.0397882081197e+046
40	8.159152832479e+047
41	3.3452526613164e+049
42	1.4050061177529e+051
43	6.0415263063374e+052
44	2.6582715747884e+054
45	1.1962222086548e+056
46	5.5026221598121e+057
47	2.5862324151117e+059
48	1.2413915592536e+061
49	6.0828186403427e+062
50	3.0414093201713e+064
51	1.5511187532874e+066
52	8.0658175170944e+067
53	4.27488328406e+069
54	2.3084369733924e+071
55	1.2696403353658e+073
56	7.1099858780486e+074
57	4.0526919504877e+076
58	2.3505613312829e+078
59	1.3868311854569e+080
60	8.3209871127414e+081
61	5.0758021387722e+083
62	3.1469973260388e+085
63	1.9826083154044e+087
64	1.2688693218588e+089
65	8.2476505920825e+090
66	5.4434493907744e+092
67	3.6471110918189e+094
68	2.4800355424368e+096
69	1.7112245242814e+098
70	1.197857166997e+100
71	8.5047858856786e+101
72	6.1234458376886e+103
73	4.4701154615127e+105
74	3.3078854415194e+107
75	2.4809140811395e+109
76	1.885494701666e+111
77	1.4518309202829e+113
78	1.1324281178206e+115
79	8.946182130783e+116
80	7.1569457046264e+118
81	5.7971260207474e+120
82	4.7536433370128e+122
83	3.9455239697207e+124
84	3.3142401345654e+126
85	2.8171041143805e+128
86	2.4227095383673e+130
87	2.1077572983795e+132
88	1.854826422574e+134
89	1.6507955160908e+136
90	1.4857159644818e+138
91	1.3520015276784e+140
92	1.2438414054641e+142
93	1.1567725070816e+144
94	1.0873661566567e+146
95	1.0329978488239e+148
96	9.9167793487095e+149
97	9.6192759682482e+151
98	9.4268904488832e+153
99	9.3326215443944e+155
100	9.3326215443944e+157
101	9.4259477598384e+159
102	9.6144667150351e+161
103	9.9029007164862e+163
104	1.0299016745146e+166
105	1.0813967582403e+168
106	1.1462805637347e+170
107	1.2265202031961e+172
108	1.3246418194518e+174
109	1.4438595832025e+176
110	1.5882455415227e+178
111	1.7629525510902e+180
112	1.9745068572211e+182
113	2.2311927486598e+184
114	2.5435597334722e+186
115	2.925093693493e+188
116	3.3931086844519e+190
117	3.9699371608087e+192
118	4.6845258497543e+194
119	5.5745857612076e+196
120	6.6895029134491e+198
121	8.0942985252734e+200
122	9.8750442008336e+202
123	1.2146304367025e+205
124	1.5061417415111e+207
125	1.8826771768889e+209
126	2.37217324288e+211
127	3.0126600184577e+213
128	3.8562048236258e+215
129	4.9745042224773e+217
130	6.4668554892205e+219
131	8.4715806908788e+221
132	1.118248651196e+224
133	1.4872707060907e+226
134	1.9929427461615e+228
135	2.690472707318e+230
136	3.6590428819525e+232
137	5.012888748275e+234
138	6.9177864726195e+236
139	9.6157231969411e+238
140	1.3462012475718e+241
141	1.8981437590762e+243
142	2.6953641378882e+245
143	3.8543707171801e+247
144	5.5502938327393e+249
145	8.047926057472e+251
146	1.1749972043909e+254
147	1.7272458904546e+256
148	2.5563239178729e+258
149	3.8089226376306e+260
150	5.7133839564459e+262
151	8.6272097742332e+264
152	1.3113358856835e+267
153	2.0063439050957e+269
154	3.0897696138473e+271
155	4.7891429014634e+273
156	7.4710629262829e+275
157	1.1729568794264e+278
158	1.8532718694937e+280
159	2.946702272495e+282
160	4.7147236359921e+284
161	7.5907050539472e+286
162	1.2296942187394e+289
163	2.0044015765453e+291
164	3.2872185855343e+293
165	5.4239106661316e+295
166	9.0036917057784e+297
167	1.503616514865e+300
168	2.5260757449732e+302
169	4.2690680090047e+304
170	7.257415615308e+306
171	1.#INF
172	1.#INF
173	1.#INF
174	1.#INF
175	1.#INF
176	1.#INF
177	1.#INF
178	1.#INF
179	1.#INF
180	1.#INF
181	1.#INF
182	1.#INF
183	1.#INF
184	1.#INF
185	1.#INF
186	1.#INF
187	1.#INF
188	1.#INF
189	1.#INF
190	1.#INF
191	1.#INF
192	1.#INF
193	1.#INF
194	1.#INF
195	1.#INF
196	1.#INF
197	1.#INF
198	1.#INF
199	1.#INF
200	1.#INF
