-- de natuurlijke getallen die niet te delen zijn door 4 of 5
1	1
2	2
3	3
4	6
5	7
6	9
7	11
8	13
9	14
10	17
11	18
12	19
13	21
14	22
15	23
16	26
17	27
18	29
19	31
20	33
-- 1, -2, 4, -8, 16, -32, ...
1	1
2	-2
3	4
4	-8
5	16
6	-32
7	64
8	-128
9	256
10	-512
11	1024
12	-2048
13	4096
14	-8192
15	16384
16	-32768
17	65536
18	-131072
19	262144
20	-524288
-- sqrt(2n - 1)
1	1
2	1.7320508075689
3	2.2360679774998
4	2.6457513110646
5	3
6	3.3166247903554
7	3.605551275464
8	3.8729833462074
9	4.1231056256177
10	4.3588989435407
11	4.5825756949558
12	4.7958315233127
13	5
14	5.1961524227066
15	5.3851648071345
16	5.56776436283
17	5.744562646538
18	5.9160797830996
19	6.0827625302982
20	6.2449979983984
