2	1
3	2
4	6
5	24
product 1 =	24
1	2
2	8
3	64
product 2 =	64
-100	-10000.0
-99	9.9E7
-98	-9.702E11
-97	9.41094E15
-96	-9.0345024E19
-95	8.58277728E23
-94	-8.0678106432E27
-93	7.503063898176E31
-92	-6.90281878632192E35
-91	6.281565095552948E39
-90	-5.653408585997652E43
-89	5.03153364153791E47
-88	-4.4277496045533614E51
-87	3.852142155961424E55
-86	-3.312842254126825E59
-85	2.815915916007801E63
-84	-2.3653693694465528E67
-83	1.9632565766406388E71
-82	-1.6098703928453237E75
-81	1.3039950182047122E79
-80	-1.0431960145637697E83
-79	8.24124851505378E86
-78	-6.4281738417419485E90
-77	4.9496938581413E94
-76	-3.7617673321873883E98
-75	2.821325499140541E102
-74	-2.0877808693640002E106
-73	1.52408003463572E110
-72	-1.0973376249377185E114
-71	7.7910971370578E117
-70	-5.45376799594046E121
-69	3.763099917198918E125
-68	-2.558907943695264E129
-67	1.714468322275827E133
-66	-1.1315490927020457E137
-65	7.355069102563297E140
-64	-4.7072442256405106E144
-63	2.965563862153522E148
-62	-1.8386495945351836E152
-61	1.121576252666462E156
-60	-6.729457515998772E159
-59	3.9703799344392754E163
-58	-2.3028203619747797E167
-57	1.3126076063256245E171
-56	-7.350602595423497E174
-55	4.0428314274829234E178
-54	-2.1831289708407786E182
-53	1.1570583545456127E186
-52	-6.016703443637186E189
-51	3.068518756254965E193
-50	-1.5342593781274825E197
-49	7.517870952824665E200
-48	-3.6085780573558394E204
-47	1.6960316869572446E208
-46	-7.801745760003326E211
-45	3.510785592001496E215
-44	-1.5447456604806582E219
-43	6.64240634006683E222
-42	-2.7898106628280686E226
-41	1.143822371759508E230
-40	-4.575289487038033E233
-39	1.7843628999448327E237
-38	-6.780579019790364E240
-37	2.5088142373224346E244
-36	-9.031731254360764E247
-35	3.1611059390262673E251
-34	-1.074776019268931E255
-33	3.546760863587472E258
-32	-1.134963476347991E262
-31	3.518386776678772E265
-30	-1.0555160330036316E269
-29	3.0609964957105316E272
-28	-8.570790187989488E275
-27	2.314113350757162E279
-26	-6.016694711968621E282
-25	1.5041736779921553E286
-24	-3.6100168271811726E289
-23	8.303038702516696E292
-22	-1.8266685145536734E296
-21	3.836003880562714E299
-20	-7.672007761125428E302
-19	1.4576814746138312E306
-18	-Infinity
-17	Infinity
-16	-Infinity
-15	Infinity
-14	-Infinity
-13	Infinity
-12	-Infinity
-11	Infinity
-10	-Infinity
-9	Infinity
-8	-Infinity
-7	Infinity
-6	-Infinity
-5	Infinity
-4	-Infinity
-3	Infinity
-2	-Infinity
-1	Infinity
0	NaN
1	NaN
2	NaN
3	NaN
4	NaN
5	NaN
6	NaN
7	NaN
8	NaN
9	NaN
10	NaN
11	NaN
12	NaN
13	NaN
14	NaN
15	NaN
16	NaN
17	NaN
18	NaN
19	NaN
20	NaN
21	NaN
22	NaN
23	NaN
24	NaN
25	NaN
26	NaN
27	NaN
28	NaN
29	NaN
30	NaN
31	NaN
32	NaN
33	NaN
34	NaN
35	NaN
36	NaN
37	NaN
38	NaN
39	NaN
40	NaN
41	NaN
42	NaN
43	NaN
44	NaN
45	NaN
46	NaN
47	NaN
48	NaN
49	NaN
50	NaN
51	NaN
52	NaN
53	NaN
54	NaN
55	NaN
56	NaN
57	NaN
58	NaN
59	NaN
60	NaN
61	NaN
62	NaN
63	NaN
64	NaN
65	NaN
66	NaN
67	NaN
68	NaN
69	NaN
70	NaN
71	NaN
72	NaN
73	NaN
74	NaN
75	NaN
76	NaN
77	NaN
78	NaN
79	NaN
80	NaN
81	NaN
82	NaN
83	NaN
84	NaN
85	NaN
86	NaN
87	NaN
88	NaN
89	NaN
90	NaN
91	NaN
92	NaN
93	NaN
94	NaN
95	NaN
96	NaN
97	NaN
98	NaN
99	NaN
100	NaN
product 3 =	NaN
