1	86
2	81
3	111
4	135
5	80
6	242
7	76
8	138
9	92
10	172
11	71
12	80
13	35
14	41
15	56
16	183
17	64
18	56
19	105
20	110
21	152
22	77
23	201
24	122
25	129
26	47
27	194
28	200
29	96
30	60
31	103
32	194
33	90
34	77
35	60
36	85
37	103
38	83
39	115
40	90
41	66
42	67
43	89
44	104
45	120
46	54
47	33
48	58
49	44
50	91
51	174
52	79
53	82
54	127
55	241
56	115
57	234
58	105
59	75
60	177
61	131
62	83
63	149
64	54
65	82
66	132
67	103
68	25
69	63
70	62
71	131
72	91
73	259
74	121
75	58
76	196
77	97
78	218
79	64
80	148
81	218
82	107
83	88
84	188
85	135
86	150
87	241
88	136
89	75
90	239
91	69
92	85
93	81
94	262
95	34
96	100
97	101
98	106
99	168
100	46
113.23 * 10 euro gemiddeld uitgegeven
